,ctrnum,ctryear,country,year,wave,ctrwave,CulZon,EVI,EVI_short,EVI_culmap,SVI,SVI_short,SVI_culmap,EV_choice,EV_voice,EV_equality,EV_autonomy,SV_disbelief,SV_defiance,SV_skepticism,SV_relativism,SMA,InfCon,PerSti,CogMob,IndEmp1,IndEmp2,CWI,LibUnd,NolUnd,EnlUnd,PerDem,DemDes,EnlDes,MobPot,PerFai,StaTru,IngTru,OutTru,UnsTru,GenTru,AssAct1,AssAct2,AssAct3,AssAct,FinSat,PerHea,PerCho,Happy,LifSat,WilFig,cname,ccode,ccodealp,cname_year,ccodealp_year,ccodecow,ccodewb,ccodeyear,latest
167,108.0,1082012.0,Malaysia,2012.0,2010-2014,1086.0,Indic East,0.35909697250712225,0.2782756410256412,-0.9712930063680867,0.3099449669515668,0.22525090256410307,-0.8278989953057581,0.16025641025641085,0.3091047185813424,0.39629487179487227,0.5705128205128183,0.2863985102564085,0.16410329487179526,0.33346676930972696,0.4558974358974357,0.047974358974359005,0.6636111111111094,0.47617252536675747,0.4428608701138229,0.3758225441208808,0.30440839254510865,0.23895490078552103,0.743618233618238,0.5171794871794877,0.6132193732193717,0.6858119658119686,0.845470085470092,0.5272633744855973,0.4862465858678768,0.5447008547008548,0.08538461538461538,0.7327790608160007,0.2916641025641051,0.31504273504273506,0.3730556268354573,0.07384615384615387,0.20615384615384616,0.08782051282051287,0.0987362637362635,0.6101709401709413,0.7453846153846097,0.7223076923076961,0.8420512820512779,0.6815384615384642,0.8123052959501558,Malaysia (1966-),458.0,MYS,Malaysia (1966-) 2012,MYS12,820.0,458.0,4582012.0,1.0
168,110.0,1102007.0,Mali,2007.0,2005-2007,1105.0,Islamic East,0.31654562011708764,0.31683825922433234,-0.7762575287539137,0.25044017637267146,0.11942028378965656,-1.306395279222204,0.292160183817496,0.26069578734858856,0.33687109555555755,0.37896566710126006,0.09657881321399965,0.13641970918704602,0.33568554491564045,0.450080979284369,0.2856752790461707,0.18577728776185226,0.4973133755517175,0.3589540496158574,0.360683445305274,0.2689985677004676,0.06761999999999999,0.773557278208444,0.5918167974025241,0.5902021048710072,0.6690613026819957,0.740819375638913,0.43770773137203445,0.37860885380630893,0.5725607879347517,0.17498081350729086,0.7841764032073275,0.532983598649301,0.36974110032362584,0.5192278287461776,0.29600918748205596,0.5299026425591099,0.25635532704941427,0.2943943811290756,0.5329488658208393,0.7141672196416722,0.5692021400325676,0.7307717678100258,0.5658119658119679,0.8822188449848024,Mali,466.0,MLI,Mali 2007,MLI07,432.0,466.0,4662007.0,1.0
169,111.0,1111983.0,Malta,1983.0,1981-1984,1111.0,Old West,0.31508974250775956,0.3046612446581216,,0.21612273391812878,0.15679205150214684,,0.05269764957264958,0.398973367609256,,0.28693790149892895,0.1005933333333333,0.1800279069767454,0.4910098445998441,0.08591301000769826,0.21710154166666637,,,,,,0.37584349821621077,,,,,,,,,0.1004566210045662,,,,,,,,,0.707341269841269,0.6850858369098712,0.6827820186598801,0.6460659340659348,0.7724752952518676,0.8047493403693932,Malta,470.0,MLT,Malta 1983,MLT83,338.0,470.0,4701983.0,
170,111.0,1111991.0,Malta,1991.0,1989-1993,1112.0,Old West,0.3280892705218383,0.3265994046855252,,0.22943127659069312,0.1778753378569412,,0.10155769417711676,0.39601756097560975,,0.29516539440203543,0.18142168504382242,0.1570945945945953,0.4945492857142855,0.09329582267689682,0.28391193293885575,,,,,,0.37584349821621077,,,,,,,,,0.23796791443850268,,,,,,,,,0.7373997709049241,,0.7050718264438568,0.7479790026246713,0.8086261068266196,0.6230529595015576,Malta,470.0,MLT,Malta 1991,MLT91,338.0,470.0,4701991.0,
171,111.0,1111999.0,Malta,1999.0,1999-2004,1114.0,Old West,0.32749801108489707,0.3378925851999723,,0.2474892803282328,0.18904029995564375,,0.12670954387521244,0.3540509819639303,,0.3182957368244384,0.19483089709469895,0.18234769539078127,0.4528890327978562,0.16101596806387336,0.3154994494494501,,,,,0.37331115680595545,0.37584349821621077,,,,,,,,,0.2074898785425101,,,,,,,,,,,0.713730713730717,0.7131337325349313,0.800754800754807,,Malta,470.0,MLT,Malta 1999,MLT99,338.0,470.0,4701999.0,
172,115.0,1151990.0,Mexico,1990.0,1989-1993,1152.0,Latin America,0.4456754569941323,0.42302644069665213,,0.46496418638658205,0.34478864869426185,,0.3163172398589079,0.44724549723756957,,0.4437187023731769,0.3339553202185774,0.35202408809359576,0.5632338604549378,0.6038191419141902,0.32938301801802017,,,,,,0.17381363778701026,,,,,,,,,0.3345375722543353,,,,,,,,,0.5721008897713081,0.7125331564986738,0.6960544821970602,0.645102179836512,0.7123146924996415,0.7405498281786942,Mexico,484.0,MEX,Mexico 1990,MEX90,70.0,484.0,4841990.0,
173,115.0,1151996.0,Mexico,1996.0,1994-1999,1153.0,Latin America,0.402972020724597,0.3827931055360299,-0.46482646234799496,0.4304844401103234,0.33640195131355866,-0.16342786342516077,0.2617533446300352,0.43674000863930856,0.5022034604148445,0.4062323745064866,0.3414717893646063,0.3307462210869894,0.565660418966733,0.48501053391053367,0.3048437922918507,,,,,0.40235962845897083,0.17381363778701026,,,,,,,,,0.3115194979829673,,,,,0.21366977664687556,0.5632402707275804,0.1791560824160316,0.24872773536895731,0.6863814719111988,0.6540350128095644,0.7202965530521973,0.6359965635738865,0.726294232509418,0.7141327623126338,Mexico,484.0,MEX,Mexico 1996,MEX96,70.0,484.0,4841996.0,
174,115.0,1152000.0,Mexico,2000.0,1999-2004,1154.0,Latin America,0.43682079082791536,0.46086581932920573,0.5691450377235543,0.34451899304018524,0.22651395331161744,-1.272971752035622,0.29789944944945024,0.4512831340206201,0.6259931279303389,0.3709011943539623,0.23955033630499206,0.20947106693174275,0.5722343121149907,0.3697965986394547,0.1562048834498828,,,,,0.34021487854523513,0.17381363778701026,,,,,,,,,0.218436873747495,,,,,,,,,0.6251950947603152,0.7045751633986929,0.8020216378425393,0.8276165462902182,0.7937140327578647,0.7456896551724138,Mexico,484.0,MEX,Mexico 2000,MEX00,70.0,484.0,4842000.0,
175,115.0,1152005.0,Mexico,2005.0,2005-2007,1155.0,Latin America,0.4678724888348058,0.5029363268686879,0.9084765740077538,0.36863177458162716,0.23277861310541217,-1.311985293545736,0.36728525279843816,0.5001830104712058,0.6439976094494971,0.35726495726495744,0.27877945228925743,0.18612172768144036,0.551990041179016,0.46022273730684393,0.23197701904136597,0.22624434389140272,0.49971436732362234,0.4310672164623903,0.4229993069208008,0.3876522084395479,0.17381363778701026,0.7358007079833068,0.4689573967030617,0.6334535125095585,0.6190156599552598,0.8539556729781351,0.542738529033193,0.4710341464058458,0.5890441339543158,0.15568475452196381,0.6251034928848611,0.2784438490734571,0.3712256433139983,0.36789943039769063,0.15806878306878322,0.5527687296416938,0.12933684672815113,0.2005273250239698,0.6815300546448145,0.7070739549839228,0.820330969267148,0.8268146718146752,0.8029835390946609,0.7546648237733241,Mexico,484.0,MEX,Mexico 2005,MEX05,70.0,484.0,4842005.0,
176,115.0,1152012.0,Mexico,2012.0,2010-2014,1156.0,Latin America,0.4647791638682299,0.5077523414522082,1.1372183746472733,0.3481674990740743,0.2056073486111107,-1.670748633208236,0.33085038153731683,0.4841167887606646,0.6850126479906585,0.3593333333333314,0.28670848388888637,0.12450621333333495,0.576250375563347,0.4057645290581191,0.19985604468901175,0.474557891224558,0.4663947547310499,0.4427342369130674,0.4164268753553573,0.39861938297248806,0.17381363778701026,0.7116606560192363,0.4874608150470225,0.6101199238454128,0.5765050402658136,0.8375509748058828,0.5140239435303114,0.4888496072559725,0.5674103897556373,0.12424849699398798,0.6289756423089711,0.2515985192663671,0.3459965260267856,0.34672987302126423,0.14649999999999985,0.52175,0.12266666666666674,0.18989285714285795,0.6662222222222305,0.6554944138736039,0.8268876611418161,0.8710000000000049,0.8347222222222342,0.7306517311608961,Mexico,484.0,MEX,Mexico 2012,MEX12,70.0,484.0,4842012.0,1.0
177,117.0,1171996.0,Moldova,1996.0,1994-1999,1173.0,Orthodox East,0.3340293603844834,0.3515699939035434,-1.0572823573048162,0.4734674841567996,0.41964454056346034,0.6618524186795439,0.25552882618067724,0.26802399181166836,0.44580890738813866,0.36449864498644935,0.3769793781855238,0.4623982340862391,0.5419114241803241,0.511975669099757,0.15838391572456267,,,,,0.3328790427263853,0.32109739698867984,,,,,,,,,0.22210743801652894,,,,,0.04200542005420052,0.22510162601626016,0.08587398373983753,0.08696283391405296,0.22857791397117327,0.5083926754832147,0.5312645281264534,0.46093525179856226,0.3027834351663282,0.7972972972972973,Moldova,498.0,MDA,Moldova 1996,MDA96,359.0,498.0,4981996.0,
178,117.0,1172002.0,Moldova,2002.0,1999-2004,1174.0,Orthodox East,0.3882807964938274,0.398161347756813,-0.6858789279687284,0.5072817850257665,0.4089400270061736,0.5228592465474773,0.27566619385342733,0.2823749540347292,0.5193611076817557,0.4718915343915353,0.3090518393094281,0.5089062653399627,0.5484541925465872,0.6802405643738977,0.20251668486171742,,,,,0.3901155456026383,0.32109739698867984,,,,,,,,,0.1463917525773196,,,,,,,,,0.3411738351254489,0.5044910179640718,0.5609756097560986,0.5045760980592473,0.3953144546798595,0.8498122653316645,Moldova,498.0,MDA,Moldova 2002,MDA02,359.0,498.0,4982002.0,
179,117.0,1172006.0,Moldova,2006.0,2005-2007,1175.0,Orthodox East,0.40748162451042963,0.4051946449316617,-0.7150093473986723,0.5309629385028639,0.46280285850860325,0.8588587784707581,0.26153620188816223,0.31925342939481344,0.5488719070512813,0.4964945825366479,0.3535237416267929,0.5722926085568286,0.641883378334934,0.5552170391966313,0.19939123314065516,0.17572815533980582,0.40069545528060846,0.3158269360908553,0.34735218016571345,0.40084795947967455,0.32109739698867984,0.8159041394335554,0.46754281162883327,0.673854775828459,0.4545761567038166,0.7643564356435706,0.5248283799893114,0.48118231492918273,0.5220685111989465,0.1786407766990291,0.6362955854126636,0.31430877901110166,0.3490156823490163,0.3776161297852476,0.07074569789674948,0.22753346080305928,0.09544295729764184,0.10372848948374731,0.4234780757769265,0.6322233104799216,0.6567116249197202,0.4909556650246343,0.4945031486818232,0.6818181818181818,Moldova,498.0,MDA,Moldova 2006,MDA06,359.0,498.0,4982006.0,1.0
180,120.0,1202001.0,Morocco,2001.0,1999-2004,1204.0,Islamic East,0.27975692563081733,0.26706538842125843,-1.0430617782197764,0.20022657739559685,0.15417911827640393,-1.1984286979029941,0.18093454149336746,0.2662643280182244,0.34189802980903944,0.3200824499411078,0.20659399970514064,0.1007413427770402,0.4405325575575597,0.0894567956128653,0.20547662862577432,,,,,0.23312950035875615,0.1926901533517112,,,,,,,,,0.22818181818181818,,,,,,,,,0.48776645497957055,0.7655697879858657,0.5840391207904829,0.6750000000000091,0.562386358051994,0.9437352245862884,Morocco,504.0,MAR,Morocco 2001,MAR01,600.0,504.0,5042001.0,
181,120.0,1202007.0,Morocco,2007.0,2005-2007,1205.0,Islamic East,0.34318534254129174,0.34452237906677785,-0.5402119526710641,0.24196388656633178,0.1685244712962962,-1.1436682091400405,0.19171018276762375,0.25435949022939724,0.49119617015098777,0.4336111111111117,0.05861211222967932,0.2755443943191315,0.39473311092101426,0.23982506307821722,0.21479626543209912,0.2310379241516966,0.3373015873015879,0.31041976540936833,0.2878330243024192,0.2562699714574493,0.1926901533517112,0.7644300144300171,0.544943345171656,0.6127684964200468,0.44340817501439317,0.8809293320425978,0.552457547242695,0.49996334171165313,0.32100872203261177,0.12999150382327954,0.792754727631944,0.29714908456844047,0.2245350293919231,0.35748790799932323,0.03327546296296296,0.030848329048843187,0.037681159420289836,0.03389724310776945,0.44277638773051686,0.7735416666666667,0.4774496015002353,0.6715429524603825,0.47247749002134987,0.7685512367491166,Morocco,504.0,MAR,Morocco 2007,MAR07,600.0,504.0,5042007.0,
182,120.0,1202011.0,Morocco,2011.0,2010-2014,1206.0,Islamic East,0.3247333788186072,0.31913852370180523,-0.49487977665687044,0.20729014118957687,0.13416016926761307,-1.603370870313793,0.16128001050696159,0.19504632790028814,0.46908153777777684,0.4588888888888899,0.08714338142470687,0.14714917522831097,0.3701953751103282,0.2234037383177574,0.08438606386153374,,0.4270051735361627,,,0.21323836114631922,0.1926901533517112,0.8004372136040712,0.6558543178261497,0.5602109053497937,0.36506410256410354,0.8324498492880196,0.47236878000081267,0.4789375124682561,0.40757394084732407,0.12531752751905165,0.7574509803921491,0.2602091136079919,0.2660285627468866,0.3465154795821466,0.02228244504667269,0.024956217162872153,0.02414605418138987,0.02348514337615154,0.5076161106438671,0.6802891298304126,0.575163398692814,0.6466165413533801,0.5493985033627008,0.7650765076507651,Morocco,504.0,MAR,Morocco 2011,MAR11,600.0,504.0,5042011.0,1.0
183,125.0,1251981.0,NL,1981.0,1981-1984,1251.0,Reformed West,0.4702083368408949,0.484274121528778,,0.468988808678781,0.46813220334728245,,0.4527263285718856,0.4350465732959861,,0.38875238875238805,0.4303881818181784,0.5214502325581387,0.46285930706901063,0.4659288702928874,0.284086215538848,,,,,,0.6024935467602888,,,,,,,,,0.44776119402985076,,,,,,,,,0.7186484730344417,0.7548036758563075,0.5469125132046506,0.7652803347280281,0.7473478503629313,0.5718717683557394,Netherlands,528.0,NLD,Netherlands 1981,NLD81,210.0,528.0,5281981.0,
184,125.0,1251990.0,NL,1990.0,1989-1993,1252.0,Reformed West,0.5928928779489511,0.5439432118871611,,0.49349587345983675,0.5215657724691355,,0.5856196255838774,0.6429669400000017,,0.4662004662004673,0.5297070866141704,0.5216257796257797,0.4939055522682408,0.42763872452333984,0.3853558794466421,,,,,,0.6024935467602888,,,,,,,,,0.5347150259067357,,,,,,,,,0.7217286388066294,0.7408866995073892,0.5755775577557759,0.7917536945812788,0.7519938817873985,0.692992213570634,Netherlands,528.0,NLD,Netherlands 1990,NLD90,210.0,528.0,5281990.0,
185,125.0,1251999.0,NL,1999.0,1999-2004,1254.0,Reformed West,0.5778770802534103,0.5635178010740755,,0.4988564706697707,0.515110599217901,,0.6292155925925953,0.4928679717457132,,0.5359281437125759,0.5554621801262849,0.47912020725388627,0.5086511233333303,0.45132967763376497,0.48808283482884907,,,,,0.5417370736311574,0.6024935467602888,,,,,,,,,0.600802407221665,,,,,,,,,,,0.6353646353646372,0.7976347305389201,0.7610501827849859,,Netherlands,528.0,NLD,Netherlands 1999,NLD99,210.0,528.0,5281999.0,
186,125.0,1252006.0,NL,2006.0,2005-2007,1255.0,Reformed West,0.6033946677085323,0.6785720443977954,1.5948075363840413,0.47919520531786475,0.5409129436514006,0.6010319262256167,0.5915302487237988,0.5506149807692321,0.7774130138754382,0.4987301587301589,0.6106905909933457,0.47794637122671657,0.5266624943530136,0.3065676883780329,0.3685207260726087,0.6448551448551448,0.5040150770239267,0.5860751715920635,0.5209662921467622,0.47282692567689927,0.6024935467602888,0.836903836903841,0.3969943166647591,0.7204751921733058,0.6088099934253783,0.8584004294149276,0.6301186102564768,0.5445746921297043,0.6034519956850076,0.44477911646586343,0.6883699999999967,0.4171428571428603,0.5284026357646001,0.5047026014109349,0.15287470920571625,0.23423423423423423,0.08753360215053768,0.13388221332146513,0.6381105743424593,0.7263835877862596,0.6250532141336754,0.7801719197707718,0.7468488507573421,0.4807692307692308,Netherlands,528.0,NLD,Netherlands 2006,NLD06,210.0,528.0,5282006.0,
187,125.0,1252012.0,NL,2012.0,2010-2014,1256.0,Reformed West,0.60891957441746,0.7223413968653086,2.2251053832955856,0.4123108524714691,0.4859568638570084,-0.030677116170310763,0.6874006603502778,0.4611063978201663,0.7782741934897247,0.5169996494917574,0.6697780999166354,0.30357809160305727,0.4503391157205308,0.22356013001083372,0.3299542414642732,0.7303450729277825,0.6042381516834099,0.6802380560481092,0.5981218091640331,0.5164499951167165,0.6024935467602888,0.8248475205515836,0.3366853150154594,0.7458230720942596,0.6988051881669016,0.8748985072762565,0.6692624039644985,0.603749996634681,0.6532910289909242,0.6741693461950696,0.713534849325196,0.4267183128900391,0.6712337337337411,0.5634645749244794,0.10812708443040182,0.20326487625065823,0.06696506933473774,0.10407733393515381,0.6573629629629723,0.6250220575260271,0.655117040331056,0.7496461429582499,0.7213956783563764,0.49478207489257214,Netherlands,528.0,NLD,Netherlands 2012,NLD12,210.0,528.0,5282012.0,1.0
188,126.0,1261998.0,New Zealand,1998.0,1994-1999,1263.0,New West,0.5595379045189688,0.5863359765332334,1.031732700007233,0.43791878829252956,0.5025643653879097,0.42747467789187843,0.4832012566137575,0.531056760426771,0.7081919200695002,0.5320566194837638,0.5881906550300279,0.41919657494984236,0.42984719072164657,0.3109916810097531,0.5454810354609922,,,,,0.5496999100891451,0.48196368806412043,,,,,,,,,0.4905335628227194,,,,,0.2202556538839727,0.3428317008014248,0.1372357723577234,0.19571141709695927,0.6062511911568528,0.7761069340016709,0.759518259518265,0.75411073825503,0.7445961319681522,0.6498277841561424,New Zealand,554.0,NZL,New Zealand 1998,NZL98,920.0,554.0,5541998.0,
189,126.0,1262004.0,New Zealand,2004.0,2005-2007,1265.0,New West,0.575906552385799,0.6241949154814033,1.3999147754402483,0.4422435298930392,0.5084693651442926,0.34870912315375024,0.5295200599443383,0.4899577941176479,0.7475707171606254,0.5464709993011891,0.6179237725265532,0.404065005428882,0.42706760176017394,0.3189756637168142,0.5282642805884498,,,,,0.6206192111084764,0.48196368806412043,,,,,,,,,0.5116022099447514,0.8465311653116494,,,,0.24392253811289705,0.30549199084668194,0.15346534653465355,0.2056744017403912,0.6339371980676356,0.7905690200210748,0.7679340470038191,0.7815238095238084,0.7657916816492917,0.6291666666666667,New Zealand,554.0,NZL,New Zealand 2004,NZL04,920.0,554.0,5542004.0,
190,126.0,1262011.0,New Zealand,2011.0,2010-2014,1266.0,New West,0.5760059038782676,0.6407158620889953,1.7598329773894097,0.38541325675131044,0.4525984479819677,-0.21632373292345533,0.5439464235227601,0.44905243697479086,0.760833485221671,0.5521204914784009,0.6269058478819867,0.28132719660194216,0.3483850793650811,0.28329299103504485,0.5216075813761871,0.6967496542185344,0.632254677357771,0.6483331476318422,0.6610560550580432,0.6373889162315429,0.48196368806412043,0.8157013396375121,0.31634977223212746,0.7504173187271781,0.7073204230188191,0.8587848932676546,0.6529589466883192,0.5895998840771636,,0.5677655677655677,,,,,0.24859853385079786,0.3177914110429448,0.15953307392996113,0.2150375939849623,0.6535550148688851,0.7153784219001611,0.7553104575163435,0.7623117623117625,0.7387749631416729,0.6,New Zealand,554.0,NZL,New Zealand 2011,NZL11,920.0,554.0,5542011.0,1.0
191,129.0,1291990.0,Nigeria,1990.0,1989-1993,1292.0,Subsaharan Africa,0.30500001361771756,0.3606002774255755,,0.2795938593813592,0.1600724942279932,,0.17728346865383865,0.354936028084254,,0.17316017316017301,0.10431522666666689,0.21376358148893185,0.4220071519410964,0.37785733333333293,0.22501095679012345,,,,,0.33463991499088713,0.08437509812030383,,,,,,,,,0.2320855614973262,,,,,,,,,0.5016224683898393,0.7706653225806451,0.6289562289562303,0.6566666666666693,0.620639696868384,0.7993421052631579,Nigeria,566.0,NGA,Nigeria 1990,NGA90,475.0,566.0,5661990.0,
192,129.0,1291995.0,Nigeria,1995.0,1994-1999,1293.0,Subsaharan Africa,0.26291380993901525,0.2630259537800056,-1.109230900775741,0.30097064470846246,0.15154851183514287,-1.1324120568920413,0.11234590246354985,0.3433406552419355,0.4114094142542768,0.18353373413493607,0.07272274185463645,0.2301295216591394,0.5765854392298396,0.3353492382387411,0.20874889119889262,,,,,0.35008549118441745,0.08437509812030383,,,,,,,,,0.1728795245813074,,,,,0.23572144288577151,0.7790581162324649,0.19046426185704712,0.2939450329229896,0.519627749576989,0.7634489693313222,0.6588515120625266,0.757312531454461,0.6213060722864674,0.6668674698795181,Nigeria,566.0,NGA,Nigeria 1995,NGA95,475.0,566.0,5661995.0,
193,129.0,1292000.0,Nigeria,2000.0,1999-2004,1294.0,Subsaharan Africa,0.2562259474158411,0.23591545417078877,-1.2440362886039313,0.298381669416941,0.11497666804044335,-1.336188385336678,0.09825255522584914,0.33914000000000094,0.37221108175473927,0.21447411803494834,0.05240055006044642,0.1772533333333333,0.5624816869300908,0.4096604022420044,0.19124025952140294,,,,,0.3039481350254158,0.08437509812030383,,,,,,,,,0.255872063968016,,,,,,,,,0.5868227277722868,0.8686293913904007,0.6739598872865981,0.857304648862519,0.6527090889108772,,Nigeria,566.0,NGA,Nigeria 2000,NGA00,475.0,566.0,5662000.0,
194,129.0,1292011.0,Nigeria,2011.0,2010-2014,1296.0,Subsaharan Africa,0.28257830101278064,0.2550774851030678,-1.0382763735493028,0.2980950824332012,0.09774407807466409,-1.5071186592585797,0.14151559177142004,0.3203666856168287,0.36863937843471745,0.2997915482281602,0.06671214705325017,0.1287760090960785,0.5212431305666102,0.475649043016865,0.18501042258859243,0.5319783968163724,0.530316217000291,0.36201836809249044,0.35974800954130814,0.3306544560952845,0.08437509812030383,0.6588128776872406,0.5031057208430715,0.5778535784220824,0.5232771145221398,0.7526372307498046,0.4402508439840265,0.4329947432022865,0.5154443812772423,0.14781125639567935,0.7179116922493812,0.36928747394353306,0.33162781883646214,0.41483829195881483,0.18533257532689032,0.86242183058556,0.1634451392836838,0.27267928205961406,0.515823384498768,0.8194049649422034,0.6865643357968642,0.7816941444002294,0.5846756364095775,0.5713473564525299,Nigeria,566.0,NGA,Nigeria 2011,NGA11,475.0,566.0,5662011.0,1.0
195,130.0,1301982.0,Norway,1982.0,1981-1984,1301.0,Reformed West,0.44864474189035725,0.4546728567204012,,0.423561915570528,0.5255644885057488,,0.38679923545746314,0.3536853220696955,,0.4630510624801779,0.5629226856561513,0.5007053045186624,0.3256811556829024,0.31593211655459524,0.3737452950558223,,,,,,0.591493468133554,,,,,,,,,0.6085594989561587,,,,,,,,,0.7239250744997902,0.7676022835394862,0.626890203813284,0.7298180076628329,0.7654674732038693,0.8953367875647669,Norway,578.0,NOR,Norway 1982,NOR82,385.0,578.0,5781982.0,
196,130.0,1301990.0,Norway,1990.0,1989-1993,1302.0,Reformed West,0.5369337176017602,0.4702376754663551,,0.4586399738129542,0.5575609937512337,,0.42146475604978556,0.4876523606557391,,0.6198547215496356,0.6034434918062274,0.5164676616915412,0.3761523670715214,0.3390094773896553,0.4387269272529887,,,,,,0.591493468133554,,,,,,,,,0.6505190311418685,,,,,,,,,0.6304679780831779,0.7593117408906883,0.6855052583447697,0.7370802919707979,0.7425058337820926,0.9134948096885813,Norway,578.0,NOR,Norway 1990,NOR90,385.0,578.0,5781990.0,
197,130.0,1301996.0,Norway,1996.0,1994-1999,1303.0,Reformed West,0.6376110350472419,0.676445852981729,1.511111349617349,0.47116535603664134,0.5850070760493824,0.8368821733706601,0.5249283442655548,0.5319400711743806,0.8297697955555526,0.6643005028098196,0.6154438567329541,0.555147072953734,0.38788250816265624,0.3255690115761356,0.4971353925925949,,,,,0.5637478149657258,0.591493468133554,,,,,,,,,0.6529516994633273,,,,,0.1358792184724689,0.20204262877442272,0.19330965068087602,0.16994417660492286,0.6372607065324679,0.782608695652174,0.6865434307294807,0.7413155555555528,0.7397817460317524,0.8856624319419237,Norway,578.0,NOR,Norway 1996,NOR96,385.0,578.0,5781996.0,
198,130.0,1302008.0,Norway,2008.0,2005-2007,1305.0,Reformed West,0.723103818944189,0.7873489466913118,2.2764029449709184,0.49943464298695106,0.6114763132311364,0.884240933512884,0.6914919588233173,0.5926050000000029,0.8881062198303952,0.719674796747966,0.6540412146985033,0.5701685148838711,0.3620386810316662,0.41190602488539607,0.5172923352902828,0.7416829745596869,0.5367578633910293,0.6679051913954737,0.6392912342207008,0.6360470923840797,0.591493468133554,0.8660196340919262,0.3211481481481492,0.7727085671530124,0.7917215634607017,0.925123152709364,0.7200253564451097,0.5949508429647564,0.6978996626401175,0.7416502946954814,0.8616650213886083,0.6139524765729596,0.7193184308569,0.6905670823885125,0.14225260416666685,0.23073170731707318,0.19474371531178558,0.17713726038897445,0.7111111111111157,0.791219512195122,0.7455021262675888,0.7723753665689125,0.7727815792332,0.8759920634920635,Norway,578.0,NOR,Norway 2008,NOR08,385.0,578.0,5782008.0,1.0
199,132.0,1321997.0,Pakistan,1997.0,1994-1999,1323.0,Indic East,0.2825814733969988,0.3349734788540254,,,,,,0.1981105047748981,0.3749386084583893,0.32060027285129516,,,0.4071987266939512,,,,,,,,0.16188028691427753,,,,,,,,,0.18844566712517194,,,,,,,,,0.40836743974533907,0.6940654843110505,,0.6727421555252436,,,Pakistan (1971-),586.0,PAK,Pakistan (1971-) 1997,PAK97,770.0,586.0,5861997.0,
200,132.0,1322001.0,Pakistan,2001.0,1999-2004,1324.0,Indic East,0.2375361232542198,0.26704852189407424,-0.9888387470609035,0.22354451731481476,0.16886384305555596,-1.1593908525527301,0.0704486621853175,0.16367375886524899,0.45997210816224976,0.25199999999999767,0.10817444388888878,0.22936005338671872,0.4667540763997863,0.10355068815038623,0.09618491662455728,,,,,0.22763503385672137,0.16188028691427753,,,,,,,,,0.3083242059145674,,,,,,,,,0.2799183297108619,0.693375,0.40854589056027957,0.6415906788247241,0.428102644877602,,Pakistan (1971-),586.0,PAK,Pakistan (1971-) 2001,PAK01,770.0,586.0,5862001.0,
201,132.0,1322012.0,Pakistan,2012.0,2010-2014,1326.0,Indic East,0.3026408406300632,0.21126101080246978,-1.6106401311993321,0.3126141187072632,0.19483549329444452,-0.7365921688077638,0.08641975308641998,0.36245842414082163,0.3331867961711732,0.4269444444444457,0.1650536240740735,0.2235309296482413,0.5071456336438062,0.3577777777777777,0.21125446677833606,0.3491590214067288,0.4536265432098762,0.3127012585502171,0.3268055449199197,0.29704173405025286,0.16188028691427753,0.7572337962963017,0.7361631294215607,0.5108884304286601,0.6132407407407425,0.7559259259259303,0.39038847445796865,0.38095399037284394,0.5469444444444458,0.2391681109185442,0.7414880450070249,0.298068422646082,0.392740227228963,0.4064317720366864,0.02972222222222222,0.12708333333333333,0.04180555555555554,0.0488095238095239,0.6358333333333369,0.697375767727524,0.6996296296296335,0.7495826377295469,0.7198148148148196,0.8888888888888888,Pakistan (1971-),586.0,PAK,Pakistan (1971-) 2012,PAK12,770.0,586.0,5862012.0,1.0
202,137.0,1371996.0,Peru,1996.0,1994-1999,1373.0,Latin America,0.40042329260129983,0.4373102057181724,0.3054718527373481,0.3755445045705284,0.25541679965911174,-1.0161189263719277,0.268870417651695,0.42726120033812504,0.6074214253265162,0.297550233966418,0.25888012666480287,0.2455917588652488,0.6164267095483084,0.3861260022909504,0.20899623424971295,,,,,0.3800520800720099,0.1741624341417602,,,,,,,,,0.050170068027210885,,,,,0.12809917355371905,0.40082644628099173,0.10936639118457309,0.15898617511520768,0.45743879472693133,0.6445733222866611,0.6495951614476675,0.6315154038301452,0.5957645302733493,0.897302001740644,Peru,604.0,PER,Peru 1996,PER96,135.0,604.0,6041996.0,
203,137.0,1372001.0,Peru,2001.0,1999-2004,1374.0,Latin America,0.4239800142260845,0.4373299825432107,0.5443445745868475,0.35997550687795404,0.21910448071655886,-1.4309431509413344,0.19565139570628312,0.4860843155765353,0.6807689061795164,0.3348878525427491,0.22352040026684308,0.21415490326884604,0.6415770956873316,0.364506729475101,0.30562601820250423,,,,,0.4490583023224091,0.1741624341417602,,,,,,,,,0.10671140939597315,,,,,,,,,0.45618363989831057,0.644,0.6925976179707557,0.6481041388518043,0.6044742729306507,0.8125884016973126,Peru,604.0,PER,Peru 2001,PER01,135.0,604.0,6042001.0,
