,ctrnum,ctryear,country,year,wave,ctrwave,CulZon,EVI,EVI_short,EVI_culmap,SVI,SVI_short,SVI_culmap,EV_choice,EV_voice,EV_equality,EV_autonomy,SV_disbelief,SV_defiance,SV_skepticism,SV_relativism,SMA,InfCon,PerSti,CogMob,IndEmp1,IndEmp2,CWI,LibUnd,NolUnd,EnlUnd,PerDem,DemDes,EnlDes,MobPot,PerFai,StaTru,IngTru,OutTru,UnsTru,GenTru,AssAct1,AssAct2,AssAct3,AssAct,FinSat,PerHea,PerCho,Happy,LifSat,WilFig,cname,ccode,ccodealp,cname_year,ccodealp_year,ccodecow,ccodewb,ccodeyear,latest
115,78.0,782001.0,India,2001.0,1999-2004,784.0,Indic East,0.3456399944468963,0.356039403826262,-0.8188847309246969,0.305457234020859,0.3206817574752036,-0.06333475518034659,0.2570991030092607,0.22965765870704913,0.4445471220710525,0.42857142857142744,0.28238449538203025,0.35746725823045444,0.41295601159420303,0.18452024432809772,0.29997485172004923,,,,,0.37302001286862857,0.11008306301706786,,,,,,,,,0.40990516332982085,,,,,,,,,0.4401840490797531,0.6812688821752266,0.5169194865810869,0.6471493902439024,0.4602132435465745,0.8222841225626741,India,356.0,IND,India 2001,IND01,750.0,356.0,3562001.0,
116,78.0,782006.0,India,2006.0,2005-2007,785.0,Indic East,0.3585592201368894,0.3469889307548715,-0.9529815790422325,0.3409731145937279,0.32731320928176705,0.05755325004186523,0.26684153519077874,0.27294156438026707,0.41962575070821845,0.45477261369315336,0.2767328433721183,0.37428822019588115,0.3380889232531506,0.37908290055779903,0.2930661004735447,0.07017543859649122,0.34310842876302594,0.26248044301473833,0.31927369437747877,0.37776117794479913,0.11008306301706786,0.8108100643521959,0.5355265542867533,0.6361868986424153,0.6143702704727703,0.6755058352323762,0.44107946695191075,0.3957683077294763,0.34624413145539906,0.23284589426321708,0.771109377708444,0.38938338338338824,0.2858040201005025,0.42781414868105505,0.35790438114276124,0.45027486256871563,0.39141666666666675,0.38535714285714245,0.4810277352390648,0.7095643465197796,0.56080994489298,0.6690225563909835,0.5326395996815613,0.8139671361502347,India,356.0,IND,India 2006,IND06,750.0,356.0,3562006.0,
117,78.0,782014.0,India,2014.0,2010-2014,786.0,Indic East,0.40016598918255825,0.37311497915056147,-0.6066153615947498,0.4237228701946728,0.2839938934756571,-0.3154163813401542,0.36577880853655753,0.3365178789850371,0.380182608787496,0.5176048914189306,0.3264257150924735,0.2413860765651443,0.3450976700464756,0.785970061142737,0.3527957396703078,0.5849180911680902,0.43368047751055216,0.41887046172354425,0.3983041151883833,0.3767636626766005,0.11008306301706786,0.5200646566870488,0.4569541078079984,0.5315552744395252,0.4654578677349062,0.5902031063321411,0.3187296158341196,0.3385780004511143,0.4172464684798655,0.33897202342225113,0.6751835157759101,0.47400846560846766,0.37500903636232213,0.4739593771490322,0.3529411764705891,0.4063883617963314,0.3138309087075697,0.3438149453329721,0.43010752688171977,0.65354497354497,0.47220465247030713,0.7000846023688643,0.4452175135287074,0.6905972045743329,,,,,,,,,1.0
118,79.0,792001.0,Indonesia,2001.0,1999-2004,794.0,Indic East,0.3263747252082175,0.2958646570370368,-1.1221384289552718,0.2981232414822227,0.2894887713333327,-0.2443111571069952,0.07082729629629612,0.20305193415637848,0.5204065990534145,0.5066401062417025,0.1306809644444451,0.44836441868279314,0.44845055327869243,0.1702686666666666,0.14071535677352626,,,,,0.36243130187273226,0.223552348884581,,,,,,,,,0.5163841807909605,,,,,,,,,0.6071065989847718,0.7032032032032032,0.6939447383891857,0.7124723618090453,0.6619528619528634,,Indonesia,360.0,IDN,Indonesia 2001,IDN01,850.0,360.0,3602001.0,
119,79.0,792006.0,Indonesia,2006.0,2005-2007,795.0,Indic East,0.334501418028802,0.29836195023245526,-1.282805349866216,0.31893039004919616,0.3214204697508712,0.0887896510410136,0.10422524946742953,0.24837967708333644,0.4905970091093146,0.48966087675764913,0.14369469210173844,0.49799313192346284,0.4540898582995942,0.181719799498747,0.16442551418439696,0.1948343627175744,0.29636400568759,0.2646313152427143,0.32613025563583775,0.3875609891116305,0.223552348884581,0.8372476553807049,0.48523123478718594,0.6724557991908636,0.6128680479825562,0.8349525996584932,0.5663722521948302,0.4900848825914706,0.6295495495495519,0.4253521126760563,0.7200050200803216,0.38761084185963507,0.5282615949282639,0.4913671609623539,0.25937500000000013,0.5256668344237544,0.1246527777777776,0.23882512836001318,0.5785400175901501,0.7315092453773113,0.7095348976058327,0.7233098591549387,0.6565232598810824,0.9232456140350878,Indonesia,360.0,IDN,Indonesia 2006,IDN06,850.0,360.0,3602006.0,1.0
120,80.0,802000.0,Iran,2000.0,1999-2004,804.0,Islamic East,0.32049536832882447,0.2571906647838659,-1.1532165749058625,0.15842840770147407,0.18835411099063298,-0.9966979378962517,0.11331940100034835,0.36575319335083156,0.39130198234895286,0.40903106898367475,0.18212886478282075,0.18593666532095235,,0.11358918482647305,,,,,,,0.18064574546783174,,,,,,,,,0.6534859521331946,,,,,,,,,0.5282105917343657,0.7475903614457832,0.6241707260496445,0.600776490776496,0.5974440894568753,,Iran,364.0,IRN,Iran 2000,IRN00,630.0,364.0,3642000.0,
121,80.0,802007.0,Iran,2007.0,2005-2007,805.0,Islamic East,0.3331830184218651,0.2500528437417555,-1.5364833896717314,0.3392383885902033,0.27688717467399754,-0.16656809336567988,0.14757989417989595,0.33906593213877206,0.3514245201354985,0.49431321084864677,0.23859411508683467,0.3142496097561019,0.44799505279034463,0.35616052631578965,,0.17573783058643158,0.49938447469311636,0.34474482277105245,,,0.18064574546783174,0.7583217953155705,0.5542953982531611,0.6023956437460206,0.46628571428571436,0.762024784709105,0.46582748325667594,0.42605522003463253,0.41027253668762964,0.1061579146203249,,,0.25815378115758186,,0.12613808801213963,0.2949830252734817,0.06902228976697071,0.12449602266535922,0.5552217632578175,0.703119056675542,0.6737312933701312,0.6429157175398771,0.603007957338671,0.8134263295553618,Iran,364.0,IRN,Iran 2007,IRN07,630.0,364.0,3642007.0,1.0
122,81.0,812004.0,Iraq,2004.0,1999-2004,814.0,Islamic East,0.24833707292929325,0.19013175244922342,-1.8426505862815503,,0.2347589982206918,-0.4683101792336923,0.08627278375149366,0.38514933454051786,0.28787682085169186,0.2351436559139756,0.25265750815582083,0.2081658918194001,,,,,,,,,0.17870437355912144,,,,,,,,,0.476,,,,,,,,,0.49204301075268836,0.7362864606007836,0.5457108721624868,0.5481236395298238,0.4696774193548391,0.37227272727272726,Iraq,368.0,IRQ,Iraq 2004,IRQ04,645.0,368.0,3682004.0,
123,81.0,812006.0,Iraq,2006.0,2005-2007,815.0,Islamic East,0.23196217279379572,0.17208014183201042,-1.86601674163654,,0.2388745332847199,-0.5660251423597717,0.05887808107992638,0.3819265867306153,0.2722913778283453,0.21559916080464053,0.34390413721327123,0.12610762013439875,,,0.24028495166036304,,,,,0.28183637183450083,0.17870437355912144,0.7501532989943652,0.6496163682864472,0.5496855952783017,,,,,,0.40821917808219177,,,,,,,,,0.4121408403919596,0.6797752808988764,0.49020607605693634,0.47036770280515916,0.38464419475655437,0.37227272727272726,Iraq,368.0,IRQ,Iraq 2006,IRQ06,645.0,368.0,3682006.0,
124,81.0,812012.0,Iraq,2012.0,2010-2014,816.0,Islamic East,0.2691161467453238,0.2874601393407407,-0.9435028059288533,0.3482125238624785,0.20269441463796298,-0.9109828967145085,0.19305423951870784,0.22230669491525445,0.3801916944908186,0.27888888888888913,0.24019927499999952,0.16383753489670663,0.44436987695749736,0.5463017337807611,0.16917407872696805,0.4705994654448255,0.4774470899470908,0.38671290089725424,0.3887173576622494,0.3084967453412728,0.17870437355912144,0.7037037037037062,0.597007173694291,0.5527660146534911,0.39807746677975653,0.7718020541550005,0.42962738291825314,0.43889539006859973,0.5163343630066461,0.3197158081705151,0.8062300587741299,0.32203918076580845,0.41914682539682563,0.4365638447971782,0.033611111111111105,0.085,0.022499999999999996,0.036190476190476224,0.5392840539284068,0.5841004184100417,0.6141768859160175,0.58144098682366,0.5460397425132949,0.7160148975791434,Iraq,368.0,IRQ,Iraq 2012,IRQ12,645.0,368.0,3682012.0,1.0
125,82.0,821981.0,Ireland,1981.0,1981-1984,821.0,New West,0.35305524911630376,0.36197017966295486,,0.3143139096357773,0.2551624448105433,,0.1803344758640386,0.35491832907076204,,0.3489454943850995,0.26143877551020117,0.23861361702127493,0.3472132508250809,0.40497058823529414,0.2845323636874657,,,,,,0.6977931797103739,,,,,,,,,0.4111111111111111,,,,,,,,,0.6625755462575587,0.8123456790123457,0.6619020392605338,0.7831489361702085,0.7574671445639248,0.6129363449691991,Ireland,372.0,IRL,Ireland 1981,IRL81,205.0,372.0,3721981.0,
126,82.0,821990.0,Ireland,1990.0,1989-1993,822.0,New West,0.43081854576164835,0.3909331826616203,,0.30502538518518524,0.22814853944444338,,0.2448400504713124,0.5049586921529187,,0.4079999999999998,0.2422485507729946,0.2119737638748727,0.400582719999998,0.3632150968603879,0.33413007720711774,,,,,,0.6977931797103739,,,,,,,,,0.47368421052631576,,,,,,,,,0.6392525455969575,0.8155655655655656,0.6742222222222239,0.7828979591836727,0.7638888888888952,0.6080627099664053,Ireland,372.0,IRL,Ireland 1990,IRL90,205.0,372.0,3721990.0,
127,82.0,821999.0,Ireland,1999.0,1999-2004,824.0,New West,0.4350897851994306,0.4221765314605464,,0.30402405649905606,0.26438074970436193,,0.31442434623729565,0.43440576131687614,,0.41831916996047497,0.28190758506772307,0.23950569948186398,0.3864326832504132,0.30415789473684185,0.4027869391824547,,,,,0.419322132673828,0.6977931797103739,,,,,,,,,0.3598790322580645,,,,,,,,,,,0.7014028056112251,0.7899503968253946,0.8003092555776505,,Ireland,372.0,IRL,Ireland 1999,IRL99,205.0,372.0,3721999.0,
128,83.0,831981.0,N. Ireland,1981.0,1981-1984,831.0,New West,0.31567335642759814,0.3702332383882253,,0.3265131643293778,0.3339359999999998,,0.1987377246953794,0.30144578947368417,,0.24893162393162413,0.3549696969696973,0.30200000000000116,0.3313915161290333,0.30629689174705255,0.30175966340933735,,,,,,0.7055999999999999,,,,,,,,,0.4395973154362416,,,,,,,,,0.6515151515151507,0.7884615384615384,0.5792349726775947,0.773151125401928,0.740028490028488,0.5887096774193549,,,,,,,,,
129,83.0,831990.0,N. Ireland,1990.0,1989-1993,832.0,New West,0.3951557102957989,0.3904622395224174,,0.3121586220760236,0.32386659685672536,,0.243791179337232,0.46635006711409416,,0.3157894736842106,0.3435102704678362,0.3018484848484859,0.3512499119912001,0.24993201754385969,0.37952699214365876,,,,,,0.7055999999999999,,,,,,,,,0.436241610738255,,,,,,,,,0.6297514619883029,0.765625,0.7161314138058301,0.7595379537953783,0.7649853801169567,0.6072727272727273,,,,,,,,,
130,83.0,831999.0,N. Ireland,1999.0,1999-2004,834.0,New West,0.42828933061728414,0.4284415868400318,,0.40477182229898245,0.4099759704119338,,0.3283776989755713,0.41351255614973526,,0.41398929049531524,0.42811791039785896,0.3893198198198201,0.4701839511201609,0.3135085106382983,0.3832601390301807,,,,,0.40073325876518806,0.7055999999999999,,,,,,,,,0.39460020768431986,,,,,,,,,,,0.720290842990232,0.7933028455284535,0.7773292970063953,,,,,,,,,,
131,84.0,842001.0,Israel,2001.0,1999-2004,844.0,Old West,0.5119953075478256,0.5061912631479932,,,0.39871488481229483,,0.5015395615768194,0.3419146746575364,,0.5838198498748947,,0.3817909556313966,,,0.3298890343468484,,,,,0.500407484417197,0.2253721299629215,,,,,,,,,0.2345890410958904,,,,,,,,,,,,0.668620981387478,0.6695611577964555,0.8042895442359249,Israel,376.0,ISR,Israel 2001,ISR01,666.0,376.0,3762001.0,
132,85.0,851981.0,Italy,1981.0,1981-1984,851.0,Old West,0.4025945031054126,0.4398941957228035,,0.3785219057138095,0.37089122554145004,,0.35388462299065027,0.3385758750000038,,0.35707220573689397,0.31542691415312984,0.4239679633867248,0.4900469831849612,0.27867269076305146,0.331462331038002,,,,,,0.4125717516407672,,,,,,,,,0.26804915514592936,,,,,,,,,0.5960203996321403,0.6592427616926503,0.5181707529125379,0.6212688821752257,0.6274853801169618,0.35664335664335667,Italy,380.0,ITA,Italy 1981,ITA81,325.0,380.0,3801981.0,
133,85.0,851990.0,Italy,1990.0,1989-1993,852.0,Old West,0.47542745985321017,0.4587599676690249,,0.42336381369470577,0.4016790275751568,,0.3959019324477085,0.5083750655903154,,0.39629813254007557,0.3296809941520431,0.47604911392404675,0.5363119881011335,0.35009708416169616,0.4266043757391425,,,,,,0.4125717516407672,,,,,,,,,0.3530020703933747,,,,,,,,,0.6663341645885376,0.673375,0.6134271172871312,0.6583713850837183,0.7000055472347139,0.31269543464665417,Italy,380.0,ITA,Italy 1990,ITA90,325.0,380.0,3801990.0,
134,85.0,851999.0,Italy,1999.0,1999-2004,854.0,Old West,0.4840662457653325,0.46368689746669495,,0.40378073802980174,0.3811894912863738,,0.40687505003717334,0.5080561269841265,,0.41921982253473955,0.30204895080320876,0.4635136582753042,0.506155742055438,0.34592650521358936,0.4404432533605548,,,,,0.47658424585978315,0.4125717516407672,,,,,,,,,0.3263103802672148,,,,,,,,,,,0.5905916305916336,0.6459645569620289,0.685614979257774,0.6012768427161926,Italy,380.0,ITA,Italy 1999,ITA99,325.0,380.0,3801999.0,
135,85.0,852005.0,Italy,2005.0,2005-2007,855.0,Old West,0.5024040232148003,0.5041622242485826,0.36516122534273954,0.3786391987605127,0.3929369755995595,0.035016818109683524,0.330698466909532,0.5078954499494454,0.6812702610441738,0.4901185770751001,0.2930119748177592,0.4935238677354678,0.4320419621513911,0.2961970754403457,0.47445474036851065,0.39755351681957185,0.5574866310160428,0.49036202788516164,0.5086364984520242,0.5257724846118764,0.4125717516407672,,,,0.5316889345666324,0.8642222222222266,,,0.5001124606387773,0.291710388247639,0.6713811965811909,0.3884782608695678,0.39696106362773054,0.44365157750342926,0.1109422492401215,0.1575274177467597,0.09134936539746154,0.10950443249527654,0.6147114212916804,0.7233201581027668,0.5928555330178055,0.685139165009941,0.65418599514027,0.4336075205640423,Italy,380.0,ITA,Italy 2005,ITA05,325.0,380.0,3802005.0,1.0
136,87.0,871981.0,Japan,1981.0,1981-1984,871.0,Sinic East,0.4286213767781206,0.4105420752515526,,0.49887117076129806,0.6208728413793126,,0.2885124170413189,0.3419661215932944,,0.5060908084163894,0.6558162162162117,0.6626148837209321,0.4617937126436759,0.25004375569735665,0.31672553713935087,,,,,,0.44546506881472386,,,,,,,,,0.41492265696087355,,,,,0.019518272425249165,0.06353820598006645,0.04651162790697665,0.037375415282392035,0.5711412770236306,0.6119027661357921,0.5046480743691902,0.654797114517583,0.6199240432369285,0.3274932614555256,Japan,392.0,JPN,Japan 1981,JPN81,740.0,392.0,3921981.0,
137,87.0,871990.0,Japan,1990.0,1989-1993,872.0,Sinic East,0.48056107354740385,0.41557551788472935,,0.5160068648091392,0.6510894879290416,,0.29972275698158,0.4310963678696174,,0.5947906363336632,0.6721826685360466,0.6708529411764712,0.5061144088176333,0.232039755351682,0.3635471580491399,,,,,,0.44546506881472386,,,,,,,,,0.41712403951701427,,,,,,,,,0.558733521657251,0.6100802407221665,0.49697194413546,0.6621518987341807,0.6140290651104255,0.20272904483430798,Japan,392.0,JPN,Japan 1990,JPN90,740.0,392.0,3921990.0,
138,87.0,871995.0,Japan,1995.0,1994-1999,873.0,Sinic East,0.47951710712102724,0.4335624331331532,-1.1421836725021015,0.5048368085238347,0.7044846186525262,2.654833023686484,0.3901400345578847,0.44262680327868975,0.4756443491015769,0.600253004427576,0.6780219225847764,0.7379790987535884,0.3924727031509096,0.2039839279974286,0.37043558147397115,,,,,,0.44546506881472386,,,,,,,,,0.42323232323232324,,,,,0.045381136950904385,0.08574181117533719,0.07470151661826395,0.06302929334999312,0.5924470639598346,0.6490476190476191,0.5259856630824375,0.7385755534167455,0.6231508476406453,0.24197860962566844,Japan,392.0,JPN,Japan 1995,JPN95,740.0,392.0,3921995.0,
139,87.0,872000.0,Japan,2000.0,1999-2004,874.0,Sinic East,0.5482755052984819,0.4892599316019643,-0.5556454323764284,0.5102901815292892,0.6725686149195791,2.336239161168294,0.4603821657962671,0.48621670866141886,0.5330401928133219,0.7065589818893726,0.6662874953350345,0.7031448431069885,0.4833382463295291,0.18859067882472166,0.4069798054474735,,,,,0.5512484312329992,0.44546506881472386,,,,,,,,,0.430622009569378,,,,,,,,,0.5749405233941324,0.6541759880686056,0.5552963538966644,0.7195685087055228,0.609338061465723,0.2508833922261484,Japan,392.0,JPN,Japan 2000,JPN00,740.0,392.0,3922000.0,
140,87.0,872005.0,Japan,2005.0,2005-2007,875.0,Sinic East,0.5315733293988497,0.49393060355774865,-0.5878238224934136,0.5008341885739709,0.6940426863988176,2.477779038853632,0.4727803457754635,0.43377281342546986,0.5265960996749729,0.6858272506082695,0.6889952709771959,0.7174816273955318,0.39542742167919553,0.21000278293135455,0.3670388676236062,0.39837786259541985,0.5153987680985508,0.49099757414612655,0.5143875224706262,0.5364437661780506,0.44546506881472386,0.7784815694554432,0.3338313863986256,0.7208035669047981,0.6508572700957479,0.8340420891942032,0.6218129826544065,0.5317805370621093,0.49972740159197515,0.3908382066276803,,,0.44786592437949424,,0.0618772099003536,0.0826251180358829,0.06525233044037283,0.06462585034013611,0.5732625055334222,0.6472886029411765,0.5639616337967455,0.7214258911819882,0.665637860082307,0.24629080118694363,Japan,392.0,JPN,Japan 2005,JPN05,740.0,392.0,3922005.0,
141,87.0,872010.0,Japan,2010.0,2010-2014,876.0,Sinic East,0.5090646728269321,0.49053055993981964,-0.279611717408729,0.45999431854837697,0.6139819926304432,1.7855028925118708,0.4809066652530411,0.37518258706467944,0.5203142371134037,0.6479738027016015,0.6899085757575738,0.5615353949652804,0.37074429201588616,0.22236411347517554,0.2593137286324797,0.6070666097352682,0.4854250717842481,0.5183093272770194,0.5138883513667309,0.49960013877881293,0.44546506881472386,0.7560980819343018,0.2949397071490075,0.7303787486754885,0.6359967715900002,0.807968782090789,0.6165731131008911,0.565784396031529,0.4720850172129932,0.38763796909492276,0.6946874046965527,0.29796931877275434,0.431455699578594,0.4072364799893892,0.04676409185803751,0.07875155022736668,0.053147144643601624,0.053496587235061295,0.5596205962059643,0.5194282542325851,0.5283584978706959,0.7385178923640565,0.6568668626627585,0.28191489361702127,Japan,392.0,JPN,Japan 2010,JPN10,740.0,392.0,3922010.0,1.0
142,88.0,882001.0,Jordan,2001.0,1999-2004,884.0,Islamic East,0.22527491598684252,0.2026845887465553,-1.613313092279998,0.1727498604246752,0.19132371808848864,-0.8092211095450741,0.10122328913275418,0.22947621666666654,0.3013460635964928,0.2676478604524392,0.2248585651936714,0.15613371678992086,0.21151364181662521,0.0970256622516555,0.0664485639326153,,,,,0.2393563941173788,0.17362556737295062,,,,,,,,,0.27652464494569756,,,,,,,,,0.4424375114030302,0.7632869991823386,0.6854912764003691,0.633054187192117,0.5112390350877205,,Jordan,400.0,JOR,Jordan 2001,JOR01,663.0,400.0,4002001.0,
143,88.0,882007.0,Jordan,2007.0,2005-2007,885.0,Islamic East,0.22799042887897938,0.19104876569981147,-1.626331222183227,0.12270549209669936,0.1171213697222223,-1.2242413050215317,0.06045367273628135,0.21085912162162168,0.31843876053962883,0.3194444444444438,0.06197363888888892,0.16924671436588118,0.14834612303290462,0.1110621468926553,0.05853386734120288,0.13670886075949368,0.5429561982073395,0.317890957859322,0.32153676255539604,0.2617621700959226,0.17362556737295062,0.8017077798861495,0.7172914784703417,0.54041985618186,0.7576690263670895,0.9373719637108607,0.511437716375988,0.4230414219416318,0.6119571347997762,0.3131821998320739,0.7848722269025475,0.3277592754893383,0.4633418584825245,0.45003418292844843,0.015000000000000008,0.030833333333333334,0.012777777777777782,0.016309523809523795,0.6040149393090588,0.8208924103419516,0.7431081207363848,0.7105254378648853,0.6891302329898854,0.9276556776556777,Jordan,400.0,JOR,Jordan 2007,JOR07,663.0,400.0,4002007.0,
